week;Date;PTE;period_from;period_until;upward_incident_reserve;downward_incident_reserve;upward;downward;incentive_component_EURMwh;take_from_system;feed_into_system;Regulation_state;purchase_kWhPTE;sell_kWhPTE;absolute_kWhPTE;imbalance_kWhPTE;downward_reserve_kWh_PTE;downward_power_kWh_PTE;upward_power_kWh_PTE;upward_reserve_kWh_PTE;upward_incident_reserve_kWh_PTE;downward_incident_reserve_kWh_PTE;volume_kWhPTE;totals_kWhPTE
11;03/14/2024;82;20:15;20:30;;;;-25.79;0;-25.79;-25.79;-1;-70486;162591;233077;92105;0;-35365;0;0;0;;35365;-35365
11;03/14/2024;83;20:30;20:45;;;;26.57;0;26.57;26.57;-1;-126337;146877;273214;20540;0;-22943;0;0;0;;22943;-22943
11;03/14/2024;84;20:45;21:00;;;64.57;25.78;0;64.57;25.78;2;-173797;147690;321487;-26107;0;-12245;234;0;0;;12479;-12011
11;03/14/2024;85;21:00;21:15;;;;30.57;0;30.57;30.57;-1;-83849;95626;179475;11777;0;-1500;0;0;0;;1500;-1500
11;03/14/2024;86;21:15;21:30;;;89.45;;0;89.45;89.45;1;-152476;105268;257744;-47208;0;0;21783;0;0;;21783;21783
11;03/14/2024;87;21:30;21:45;;;89.45;56.02;0;56.02;56.02;-1;-128323;117701;246024;-10622;0;-394;8;0;0;;402;-386
11;03/14/2024;88;21:45;22:00;;;;47.78;0;47.78;47.78;-1;-108135;134565;242700;26429;0;-16579;0;0;0;;16579;-16579
11;03/14/2024;89;22:00;22:15;;;76.26;57.26;0;76.26;57.26;2;-118212;93717;211929;-24494;0;-2050;15177;0;0;;17227;13127
11;03/14/2024;90;22:15;22:30;;;72.26;;0;72.26;72.26;1;-119830;92155;211985;-27675;0;0;13128;0;0;;13128;13128
11;03/14/2024;91;22:30;22:45;;;72.26;21.26;0;21.26;21.26;-1;-100717;110601;211319;9884;0;-6244;131;0;0;;6375;-6113
11;03/14/2024;92;22:45;23:00;;;;-29.88;0;-29.88;-29.88;-1;-104047;154035;258083;49988;0;-41620;0;0;0;;41620;-41620
11;03/14/2024;93;23:00;23:15;;;;37.69;0;37.69;37.69;-1;-100841;129101;229943;28260;0;-4269;0;0;0;;4269;-4269
11;03/14/2024;94;23:15;23:30;;;;-37.1;0;-37.1;-37.1;-1;-82639;147353;229992;64714;0;-27628;0;0;0;;27628;-27628
11;03/14/2024;95;23:30;23:45;;;;-10;0;-10;-10;-1;-63067;131026;194093;67959;0;-43956;0;0;0;;43956;-43956
11;03/14/2024;96;23:45;00:00;;;;-111.62;0;-111.62;-111.62;-1;-62192;98502;160694;36309;0;-36115;0;0;0;;36115;-36115
11;03/15/2024;1;00:00;00:15;;;76.52;-85.19;0;76.52;-85.19;2;-68463;85552;154015;17089;0;-23842;1476;0;0;;25318;-22366
11;03/15/2024;2;00:15;00:30;;;68.02;;0;68.02;68.02;1;-76397;51759;128157;-24638;0;0;1715;0;0;;1715;1715
11;03/15/2024;3;00:30;00:45;;;63;46.57;0;63;63;1;-90226;69388;159614;-20838;0;-2;1137;0;0;;1139;1135
11;03/15/2024;4;00:45;01:00;;;76.45;16.57;0;76.45;16.57;2;-69314;70172;139487;858;0;-6162;272;0;0;;6434;-5890
11;03/15/2024;5;01:00;01:15;;;156.45;16.57;0;156.45;156.45;1;-138103;64869;202971;-73234;0;-71;38900;0;0;;38971;38829
11;03/15/2024;6;01:15;01:30;;;71.45;;0;71.45;71.45;1;-106875;82970;189845;-23905;0;0;10571;0;0;;10571;10571
11;03/15/2024;7;01:30;01:45;;;52.97;;0;52.97;52.97;1;-103148;98780;201928;-4367;0;0;42;0;0;;42;42
11;03/15/2024;8;01:45;02:00;;;;-38;0;-38;-38;-1;-61375;95002;156377;33627;0;-13460;0;0;0;;13460;-13460
11;03/15/2024;9;02:00;02:15;;;51.29;-30.6;0;51.29;51.29;1;-77430;107958;185388;30528;0;-6419;84;0;0;;6503;-6335
11;03/15/2024;10;02:15;02:30;;;52.29;;0;52.29;52.29;1;-58540;113363;171903;54823;0;0;168;0;0;;168;168
11;03/15/2024;11;02:30;02:45;;;;;0;49.41;49.41;0;-60813;113375;174189;52562;0;0;0;0;0;;0;0
11;03/15/2024;12;02:45;03:00;;;;;0;52.01;52.01;0;-64679;104863;169541;40184;0;0;0;0;0;;0;0
11;03/15/2024;13;03:00;03:15;;;55.21;39.12;0;55.21;39.12;2;-80768;71024;151792;-9744;0;-907;988;0;0;;1895;81
11;03/15/2024;14;03:15;03:30;;;70.52;;0;70.52;70.52;1;-96600;73000;169600;-23600;0;0;12292;0;0;;12292;12292
11;03/15/2024;15;03:30;03:45;;;63.52;46.57;0;46.57;46.57;-1;-91672;87677;179350;-3995;0;-20;3974;0;0;;3994;3954
11;03/15/2024;16;03:45;04:00;;;;-25.35;0;-25.35;-25.35;-1;-78108;93145;171253;15037;0;-7869;0;0;0;;7869;-7869
11;03/15/2024;17;04:00;04:15;;;81.05;-6.43;0;81.05;-6.43;2;-100490;64769;165259;-35721;0;-3209;11114;0;0;;14323;7905
11;03/15/2024;18;04:15;04:30;;;66.05;;0;66.05;66.05;1;-106985;70136;177121;-36849;0;0;9710;0;0;;9710;9710
11;03/15/2024;19;04:30;04:45;;;66.05;;0;66.05;66.05;1;-106451;77546;183998;-28905;0;0;5947;0;0;;5947;5947
11;03/15/2024;20;04:45;05:00;;;66.05;;0;66.05;66.05;1;-98890;78495;177385;-20395;0;0;12223;0;0;;12223;12223
11;03/15/2024;21;05:00;05:15;;;66.05;-44.98;0;-44.98;-44.98;-1;-74123;109464;183587;35341;0;-17263;182;0;0;;17445;-17081
11;03/15/2024;22;05:15;05:30;;;;-40;0;-40;-40;-1;-82437;90922;173358;8485;0;-12328;0;0;0;;12328;-12328
11;03/15/2024;23;05:30;05:45;;;71.05;46.57;0;71.05;71.05;1;-105210;103294;208504;-1915;0;-334;2163;0;0;;2497;1829
11;03/15/2024;24;05:45;06:00;;;71.05;-19.98;0;-19.98;-19.98;-1;-113257;121074;234331;7817;0;-12513;74;0;0;;12587;-12439
11;03/15/2024;25;06:00;06:15;;;70.91;-40;0;70.91;-40;2;-83255;86485;169739;3230;0;-11108;449;0;0;;11557;-10659
11;03/15/2024;26;06:15;06:30;;;71.05;;0;71.05;71.05;1;-121084;75993;197077;-45091;0;0;2861;0;0;;2861;2861
11;03/15/2024;27;06:30;06:45;;;76.05;;0;76.05;76.05;1;-130966;83525;214491;-47441;0;0;5851;0;0;;5851;5851
11;03/15/2024;28;06:45;07:00;;;62.02;26.57;0;26.57;26.57;-1;-133321;144660;277982;11339;0;-197;1842;0;0;;2039;1645
11;03/15/2024;29;07:00;07:15;;;66.05;-275;0;66.05;-275;2;-79943;76570;156513;-3372;0;-33027;241;0;0;;33268;-32786
11;03/15/2024;30;07:15;07:30;;;64.03;-40;0;64.03;-40;2;-87583;75671;163253;-11912;0;-3544;1548;0;0;;5092;-1996
11;03/15/2024;31;07:30;07:45;;;61.05;-40;0;61.05;-40;2;-79273;66382;145655;-12891;0;-9448;788;0;0;;10236;-8660
11;03/15/2024;32;07:45;08:00;;;61.05;26.57;0;26.57;26.57;-1;-99511;121897;221408;22386;0;-1654;12;0;0;;1666;-1642
11;03/15/2024;33;08:00;08:15;;;;34.28;0;34.28;34.28;-1;-67419;112943;180362;45523;0;-1141;0;0;0;;1141;-1141
11;03/15/2024;34;08:15;08:30;;;;25.28;0;25.28;25.28;-1;-111272;122737;234009;11465;0;-5945;0;0;0;;5945;-5945
11;03/15/2024;35;08:30;08:45;;;;-17.48;0;-17.48;-17.48;-1;-113616;134752;248369;21136;0;-12620;0;0;0;;12620;-12620
11;03/15/2024;36;08:45;09:00;;;;-10;0;-10;-10;-1;-99753;145497;245250;45744;0;-31452;0;0;0;;31452;-31452
11;03/15/2024;37;09:00;09:15;;;64.02;-65;0;64.02;-65;2;-59795;142046;201841;82251;0;-19428;114;0;0;;19542;-19314
11;03/15/2024;38;09:15;09:30;;;;-40;0;-40;-40;-1;-101599;125787;227385;24188;0;-11279;0;0;0;;11279;-11279
11;03/15/2024;39;09:30;09:45;;;;-75;0;-75;-75;-1;-137486;164368;301854;26881;0;-25552;0;0;0;;25552;-25552
11;03/15/2024;40;09:45;10:00;;;39.06;-187.5;0;47.54;-187.5;2;-99089;119952;219041;20863;0;-21396;138;0;0;;21534;-21258
11;03/15/2024;41;10:00;10:15;;;109.02;-275;0;109.02;-275;2;-126598;73591;200188;-53007;0;-19333;4764;0;0;;24097;-14569
11;03/15/2024;42;10:15;10:30;;;70.28;56.02;0;70.28;43.01;2;-116930;53368;170298;-63561;0;-55;627;0;0;;682;572
11;03/15/2024;43;10:30;10:45;;;;16.57;0;16.57;16.57;-1;-100402;82494;182895;-17908;0;-1041;0;0;0;;1041;-1041
11;03/15/2024;44;10:45;11:00;;;42.3;-32.5;0;-32.5;-32.5;-1;-126515;116643;243158;-9872;0;-16957;2;0;0;;16959;-16955
11;03/15/2024;45;11:00;11:15;;;32.3;-32.5;0;32.3;32.3;1;-149038;92104;241143;-56934;0;-2;430;0;0;;432;428
11;03/15/2024;46;11:15;11:30;;;106.1;;0;106.1;106.1;1;-186409;63200;249609;-123210;0;0;17182;0;0;;17182;17182
11;03/15/2024;47;11:30;11:45;;;;;0;43.05;43.05;0;-139245;89293;228538;-49952;0;0;9;0;0;;9;9
11;03/15/2024;48;11:45;12:00;;;;;0;51;51;0;-132251;95530;227781;-36721;0;0;0;0;0;;0;0
11;03/15/2024;49;12:00;12:15;;;70.28;;0;70.28;70.28;1;-179080;83103;262183;-95977;0;0;1412;0;0;;1412;1412
11;03/15/2024;50;12:15;12:30;;;;46.57;0;46.57;46.57;-1;-129971;97260;227231;-32711;0;-48;0;0;0;;48;-48
11;03/15/2024;51;12:30;12:45;;;;8.89;0;8.89;8.89;-1;-79082;124141;203223;45059;0;-13136;0;0;0;;13136;-13136
11;03/15/2024;52;12:45;13:00;;;;26.57;0;26.57;26.57;-1;-52409;115629;168037;63220;0;-1702;0;0;0;;1702;-1702
11;03/15/2024;53;13:00;13:15;;;;36.57;0;36.57;36.57;-1;-51969;128786;180755;76816;0;-2035;0;0;0;;2035;-2035
11;03/15/2024;54;13:15;13:30;;;;-40;0;-40;-40;-1;-81955;141241;223196;59286;0;-9986;0;0;0;;9986;-9986
11;03/15/2024;55;13:30;13:45;;;79.25;-121.64;0;79.25;-121.64;2;-132251;127555;259806;-4697;0;-11490;1027;0;0;;12517;-10463
11;03/15/2024;56;13:45;14:00;;;69.25;-232.38;0;69.25;-232.38;2;-122462;116335;238797;-6127;0;-20854;317;0;0;;21171;-20537
11;03/15/2024;57;14:00;14:15;;;84.25;-319.38;0;84.25;-319.38;2;-114563;130017;244581;15454;0;-25537;590;0;0;;26127;-24947
11;03/15/2024;58;14:15;14:30;;;;-96.88;0;-96.88;-96.88;-1;-142254;148587;290840;6333;0;-14058;0;0;0;;14058;-14058
11;03/15/2024;59;14:30;14:45;;;79.25;-275;0;79.25;-275;2;-127655;152963;280618;25308;0;-16728;516;0;0;;17244;-16212
11;03/15/2024;60;14:45;15:00;;;56.24;-40;0;56.25;-40;2;-129633;151246;280880;21613;0;-5552;31;0;0;;5583;-5521
11;03/15/2024;61;15:00;15:15;;;34.35;-51;0;-51;-51;-1;-109399;120225;229624;10826;0;-9949;9;0;0;;9958;-9940
11;03/15/2024;62;15:15;15:30;;;64.25;46.57;0;64.25;46.57;2;-96976;142965;239941;45989;0;-698;90;0;0;;788;-608
11;03/15/2024;63;15:30;15:45;;;;54.25;0;54.25;54.25;-1;-79736;187525;267262;107789;0;-224;0;0;0;;224;-224
11;03/15/2024;64;15:45;16:00;;;;26.57;0;26.57;26.57;-1;-55987;210711;266698;154724;0;-3853;0;0;0;;3853;-3853
11;03/15/2024;65;16:00;16:15;;;45.18;-44.88;0;-44.88;-44.88;-1;-132757;159752;292509;26996;0;-16493;2;0;0;;16495;-16491
11;03/15/2024;66;16:15;16:30;;;69.25;34.28;0;69.25;34.28;2;-94304;164332;258636;70028;0;-644;169;0;0;;813;-475
11;03/15/2024;67;16:30;16:45;;;;;0;59.14;59.14;0;-113562;198537;312099;84975;0;0;0;0;0;;0;0
11;03/15/2024;68;16:45;17:00;;;;-10;0;-10;-10;-1;-79371;186524;265895;107153;0;-1158;0;0;0;;1158;-1158
11;03/15/2024;69;17:00;17:15;;;;-20.18;0;-20.18;-20.18;-1;-118708;149532;268240;30823;0;-22305;0;0;0;;22305;-22305
11;03/15/2024;70;17:15;17:30;;;76.28;-17.48;0;76.28;-17.48;2;-87988;104288;192277;16300;0;-12171;370;0;0;;12541;-11801
11;03/15/2024;71;17:30;17:45;;;76.28;39.12;0;39.12;39.12;-1;-63025;129146;192171;66120;0;-200;138;0;0;;338;-62
11;03/15/2024;72;17:45;18:00;;;;39.12;0;39.12;39.12;-1;-98193;122639;220832;24446;0;-1624;0;0;0;;1624;-1624
11;03/15/2024;73;18:00;18:15;;;68.89;-49.19;0;68.89;-49.19;2;-125022;136196;261217;11174;0;-28971;47;0;0;;29018;-28924
11;03/15/2024;74;18:15;18:30;;;78.89;-14.19;0;78.89;-14.19;2;-118626;139278;257904;20652;0;-17166;95;0;0;;17261;-17071
11;03/15/2024;75;18:30;18:45;;;83.89;34.28;0;83.89;34.28;2;-118237;177905;296142;59667;0;-967;630;0;0;;1597;-337
11;03/15/2024;76;18:45;19:00;;;;18;0;18;18;-1;-91527;176223;267750;84697;0;-9715;0;0;0;;9715;-9715
11;03/15/2024;77;19:00;19:15;;;;46.57;0;46.57;46.57;-1;-129275;108444;237719;-20831;0;-326;0;0;0;;326;-326
11;03/15/2024;78;19:15;19:30;;;;39.76;0;39.76;39.76;-1;-112639;108203;220842;-4437;0;-2153;0;0;0;;2153;-2153
11;03/15/2024;79;19:30;19:45;;;;;0;61.89;61.89;0;-136134;103759;239893;-32375;0;-4;0;0;0;;4;-4
11;03/15/2024;80;19:45;20:00;;;;;0;61.89;61.89;0;-154578;117646;272224;-36932;0;-2;0;0;0;;2;-2
11;03/15/2024;81;20:00;20:15;;;;47.28;0;47.28;47.28;-1;-139885;156538;296423;16652;0;-1002;0;0;0;;1002;-1002
11;03/15/2024;82;20:15;20:30;;;74.76;;0;74.76;74.76;1;-135366;134480;269846;-886;0;0;2073;0;0;;2073;2073
11;03/15/2024;83;20:30;20:45;;;;36.57;0;36.57;36.57;-1;-136605;149480;286085;12876;0;-330;0;0;0;;330;-330
11;03/15/2024;84;20:45;21:00;;;;-40;0;-40;-40;-1;-128610;146839;275449;18229;0;-15905;0;0;0;;15905;-15905
11;03/15/2024;85;21:00;21:15;;;84.76;-44.98;0;84.76;-44.98;2;-111474;159926;271399;48452;0;-16052;1038;0;0;;17090;-15014
11;03/15/2024;86;21:15;21:30;;;;-40;0;-40;-40;-1;-92451;162329;254781;69878;0;-6817;0;0;0;;6817;-6817
11;03/15/2024;87;21:30;21:45;;;;-30.6;0;-30.6;-30.6;-1;-92013;116574;208587;24561;0;-14852;0;0;0;;14852;-14852
11;03/15/2024;88;21:45;22:00;;;;0.01;0;0.01;0.01;-1;-94847;122846;217693;27999;0;-19534;0;0;0;;19534;-19534
11;03/15/2024;89;22:00;22:15;;;;-6.43;0;-6.43;-6.43;-1;-123735;146962;270696;23227;0;-12255;0;0;0;;12255;-12255
11;03/15/2024;90;22:15;22:30;;;;34.28;0;34.28;34.28;-1;-129421;138914;268334;9493;0;-4313;0;0;0;;4313;-4313
11;03/15/2024;91;22:30;22:45;;;;34.28;0;34.28;34.28;-1;-126471;137123;263594;10652;0;-11100;0;0;0;;11100;-11100
11;03/15/2024;92;22:45;23:00;;;;-10;0;-10;-10;-1;-112369;128876;241245;16507;0;-16547;0;0;0;;16547;-16547
11;03/15/2024;93;23:00;23:15;;;;-10;0;-10;-10;-1;-137768;172061;309828;34293;0;-5070;0;0;0;;5070;-5070
11;03/15/2024;94;23:15;23:30;;;;-19.98;0;-19.98;-19.98;-1;-152019;162984;315003;10966;0;-9490;0;0;0;;9490;-9490
11;03/15/2024;95;23:30;23:45;;;;-10;0;-10;-10;-1;-135966;142137;278102;6171;0;-9384;0;0;0;;9384;-9384
11;03/15/2024;96;23:45;00:00;;;;-48.65;0;-48.65;-48.65;-1;-165228;158308;323535;-6920;0;-4015;0;0;0;;4015;-4015
12;03/16/2024;1;00:00;00:15;;;34;-10;0;42.6;-10;2;-86939;90957;177896;4017;0;-17018;56;0;0;;17074;-16962
12;03/16/2024;2;00:15;00:30;;;57.02;-10;0;57.02;57.02;1;-125925;77800;203725;-48125;0;-498;2238;0;0;;2736;1740
12;03/16/2024;3;00:30;00:45;;;63.28;-10;0;63.28;63.28;1;-175575;92376;267951;-83198;0;-498;3074;0;0;;3572;2576
12;03/16/2024;4;00:45;01:00;;;;;0;42.6;42.6;0;-136291;68053;204344;-68238;0;-498;0;0;0;;498;-498
12;03/16/2024;5;01:00;01:15;;;71.15;-10;0;71.15;71.15;1;-148309;81424;229733;-66885;0;-498;1498;0;0;;1996;1000
12;03/16/2024;6;01:15;01:30;;;79.95;-10;0;79.95;79.95;1;-161640;99795;261435;-61845;0;-498;7869;0;0;;8367;7371
12;03/16/2024;7;01:30;01:45;;;69.4;-10;0;69.4;69.4;1;-156608;105574;262182;-51033;0;-498;1296;0;0;;1794;798
12;03/16/2024;8;01:45;02:00;;;;;0;42.6;42.6;0;-151154;105655;256810;-45499;0;-498;0;0;0;;498;-498
12;03/16/2024;9;02:00;02:15;;;;12.13;0;12.13;12.13;-1;-68320;103780;172100;35460;0;-6137;0;0;0;;6137;-6137
12;03/16/2024;10;02:15;02:30;;;;-2.41;0;-2.41;-2.41;-1;-60799;97463;158262;36664;0;-16318;0;0;0;;16318;-16318
12;03/16/2024;11;02:30;02:45;;;;20.71;0;20.71;20.71;-1;-73905;123075;196981;49170;0;-8815;0;0;0;;8815;-8815
12;03/16/2024;12;02:45;03:00;;;;-10;0;-10;-10;-1;-64628;107322;171950;42694;0;-12606;0;0;0;;12606;-12606
12;03/16/2024;13;03:00;03:15;;;;-10;0;-10;-10;-1;-43849;152228;196077;108379;0;-10011;0;0;0;;10011;-10011
12;03/16/2024;14;03:15;03:30;;;;;0;42.55;42.55;0;-52240;148884;201125;96644;0;-498;0;0;0;;498;-498
12;03/16/2024;15;03:30;03:45;;;;26.59;0;26.59;26.59;-1;-46396;124099;170495;77703;0;-4404;0;0;0;;4404;-4404
12;03/16/2024;16;03:45;04:00;;;;-4.57;0;-4.57;-4.57;-1;-56035;113857;169892;57822;0;-18194;0;0;0;;18194;-18194
12;03/16/2024;17;04:00;04:15;;;;18.63;0;18.63;18.63;-1;-43791;93031;136822;49240;0;-6356;0;0;0;;6356;-6356
12;03/16/2024;18;04:15;04:30;;;;;0;42.45;42.45;0;-45629;100118;145748;54489;0;-498;0;0;0;;498;-498
12;03/16/2024;19;04:30;04:45;;;;;0;42.45;42.45;0;-50558;80388;130946;29830;0;-498;0;0;0;;498;-498
12;03/16/2024;20;04:45;05:00;;;;12.12;0;12.12;12.12;-1;-48642;104468;153109;55826;0;-2753;0;0;0;;2753;-2753
12;03/16/2024;21;05:00;05:15;;;;-10;0;-10;-10;-1;-54210;130620;184830;76410;0;-15532;0;0;0;;15532;-15532
12;03/16/2024;22;05:15;05:30;;;;-40;0;-40;-40;-1;-82882;139636;222518;56753;0;-15182;0;0;0;;15182;-15182
12;03/16/2024;23;05:30;05:45;;;;-29.98;0;-29.98;-29.98;-1;-51734;129591;181325;77858;0;-15148;0;0;0;;15148;-15148
12;03/16/2024;24;05:45;06:00;;;;-42.1;0;-42.1;-42.1;-1;-83751;88696;172447;4945;0;-25574;0;0;0;;25574;-25574
12;03/16/2024;25;06:00;06:15;;;;12.13;0;12.13;12.13;-1;-109834;105370;215204;-4464;0;-5428;0;0;0;;5428;-5428
12;03/16/2024;26;06:15;06:30;;;;;0;54.11;54.11;0;-95790;66958;162747;-28832;0;-498;0;0;0;;498;-498
12;03/16/2024;27;06:30;06:45;;;;;0;54.11;54.11;0;-104533;98384;202917;-6149;0;-498;0;0;0;;498;-498
12;03/16/2024;28;06:45;07:00;;;;38.2;0;38.2;38.2;-1;-66751;98328;165079;31577;0;-4674;0;0;0;;4674;-4674
12;03/16/2024;29;07:00;07:15;;;;44.2;0;44.2;44.2;-1;-124229;99946;224175;-24283;0;-1721;0;0;0;;1721;-1721
12;03/16/2024;30;07:15;07:30;;;;;0;54.11;54.11;0;-121761;95227;216988;-26534;0;-498;0;0;0;;498;-498
12;03/16/2024;31;07:30;07:45;;;57.02;44.2;0;57.02;57.02;1;-141068;82690;223758;-58378;0;-498;19;0;0;;517;-479
12;03/16/2024;32;07:45;08:00;;;57.02;44.2;0;57.02;57.02;1;-131576;75667;207243;-55908;0;-498;308;0;0;;806;-190
12;03/16/2024;33;08:00;08:15;;;;;0;59.77;59.77;0;-132816;180464;313280;47648;0;-498;6;0;0;;504;-492
12;03/16/2024;34;08:15;08:30;;;57.02;44.2;0;57.02;57.02;1;-180562;135049;315610;-45513;0;-498;119;0;0;;617;-379
12;03/16/2024;35;08:30;08:45;;;;;0;59.77;59.77;0;-170239;120191;290430;-50048;0;-498;0;0;0;;498;-498
12;03/16/2024;36;08:45;09:00;;;;;0;59.77;59.77;0;-133566;115788;249354;-17778;0;-498;3;0;0;;501;-495
12;03/16/2024;37;09:00;09:15;;;1887.1;-36;0;1887.1;-36;2;-123155;66744;189899;-56412;0;-1028;44263;0;0;;45291;43235
12;03/16/2024;38;09:15;09:30;;;1887.1;-23.51;0;1887.1;-23.51;2;-134156;64798;198954;-69357;0;-1333;40249;0;0;;41582;38916
12;03/16/2024;39;09:30;09:45;;;120.8;-23.51;0;120.8;120.8;1;-266332;154954;421286;-111377;0;-498;21613;0;0;;22111;21115
12;03/16/2024;40;09:45;10:00;;;89.6;-23.51;0;89.6;89.6;1;-238626;120860;359486;-117766;0;-498;21342;0;0;;21840;20844
12;03/16/2024;41;10:00;10:15;;;334.88;-23.51;0;334.88;334.88;1;-304906;238467;543373;-66438;0;-498;48752;0;0;;49250;48254
12;03/16/2024;42;10:15;10:30;;;334.88;-23.51;0;334.88;334.88;1;-309072;223908;532980;-85164;0;-498;52686;0;0;;53184;52188
12;03/16/2024;43;10:30;10:45;;;1887.1;-23.51;0;1887.1;1887.1;1;-270450;149964;420414;-120485;0;-498;82855;0;0;;83353;82357
12;03/16/2024;44;10:45;11:00;;;1887.1;-23.51;0;1887.1;1887.1;1;-238966;171223;410189;-67743;0;-498;48472;0;0;;48970;47974
12;03/16/2024;45;11:00;11:15;;;1887.1;-23.51;0;1887.1;1887.1;1;-334114;198196;532310;-135918;0;-498;75056;0;0;;75554;74558
12;03/16/2024;46;11:15;11:30;;;1887.1;-23.51;0;1887.1;1887.1;1;-259497;211989;471486;-47508;0;-498;54400;0;0;;54898;53902
12;03/16/2024;47;11:30;11:45;;;1887.1;-23.51;0;1887.1;1887.1;1;-275451;202196;477647;-73255;0;-498;58232;0;0;;58730;57734
12;03/16/2024;48;11:45;12:00;;;1887.1;42.29;0;1887.1;42.29;2;-168840;124125;292965;-44715;0;-579;20377;0;0;;20956;19798
12;03/16/2024;49;12:00;12:15;;;1887.1;42.29;0;1887.1;1887.1;1;-262030;155735;417765;-106295;0;-498;77824;0;0;;78322;77326
12;03/16/2024;50;12:15;12:30;;;89.5;42.29;0;89.5;89.5;1;-247978;186727;434706;-61251;0;-498;8945;0;0;;9443;8447
12;03/16/2024;51;12:30;12:45;;;1887.1;42.29;0;1887.1;1887.1;1;-263584;182273;445857;-81311;0;-498;62578;0;0;;63076;62080
12;03/16/2024;52;12:45;13:00;;;107.02;32.26;0;32.26;32.26;-1;-212464;217430;429894;4966;0;-552;15099;0;0;;15651;14547
12;03/16/2024;53;13:00;13:15;;;300;-40;0;300;-40;2;-223514;223152;446666;-362;0;-21091;4867;0;0;;25958;-16224
12;03/16/2024;54;13:15;13:30;;;89.5;42.29;0;89.5;42.29;2;-203619;195951;399569;-7668;0;-838;13555;0;0;;14393;12717
12;03/16/2024;55;13:30;13:45;;;79.51;37.33;0;79.51;37.33;2;-197868;173778;371646;-24090;0;-5323;2045;0;0;;7368;-3278
12;03/16/2024;56;13:45;14:00;;;84.51;37.33;0;84.51;84.51;1;-232508;222374;454882;-10133;0;-498;3499;0;0;;3997;3001
12;03/16/2024;57;14:00;14:15;;;;36.63;0;36.63;36.63;-1;-187970;189958;377927;1988;0;-3013;0;0;0;;3013;-3013
12;03/16/2024;58;14:15;14:30;;;74.2;62.52;0;74.2;48.26;2;-184450;148230;332679;-36220;0;-1043;1401;0;0;;2444;358
12;03/16/2024;59;14:30;14:45;;;80.2;62.52;0;80.2;80.2;1;-202529;158971;361500;-43558;0;-498;3754;0;0;;4252;3256
12;03/16/2024;60;14:45;15:00;;;80.2;62.52;0;62.52;62.52;-1;-206061;161735;367795;-44326;0;-594;42;0;0;;636;-552
12;03/16/2024;61;15:00;15:15;;;80.2;62.52;0;80.2;80.2;1;-152263;95991;248254;-56272;0;-498;2195;0;0;;2693;1697
12;03/16/2024;62;15:15;15:30;;;74.17;62.52;0;74.17;49.85;2;-114971;117951;232922;2980;0;-949;1451;0;0;;2400;502
12;03/16/2024;63;15:30;15:45;;;84.17;62.52;0;84.17;84.17;1;-142963;148142;291105;5180;0;-498;1788;0;0;;2286;1290
12;03/16/2024;64;15:45;16:00;;;84.17;62.52;0;84.17;84.17;1;-175495;157119;332615;-18376;0;-498;11232;0;0;;11730;10734
12;03/16/2024;65;16:00;16:15;;;84.17;62.63;0;62.63;62.63;-1;-71026;172784;243810;101758;0;-2552;133;0;0;;2685;-2419
12;03/16/2024;66;16:15;16:30;;;57.02;-10;0;57.02;-10;2;-61507;142714;204221;81207;0;-24488;59;0;0;;24547;-24429
12;03/16/2024;67;16:30;16:45;;;74.17;-10;0;74.17;74.17;1;-72444;148392;220836;75948;0;-532;492;0;0;;1024;-40
12;03/16/2024;68;16:45;17:00;;;;61.23;0;61.23;61.23;-1;-107340;161845;269185;54505;0;-656;0;0;0;;656;-656
12;03/16/2024;69;17:00;17:15;;;;3.52;0;3.52;3.52;-1;-60836;190591;251427;129755;0;-30342;0;0;0;;30342;-30342
12;03/16/2024;70;17:15;17:30;;;;-16.57;0;-16.57;-16.57;-1;-59296;192341;251637;133046;0;-31987;0;0;0;;31987;-31987
12;03/16/2024;71;17:30;17:45;;;34;61.23;0;50.73;50.73;2;-66643;174248;240891;107605;0;-2358;295;0;0;;2653;-2063
12;03/16/2024;72;17:45;18:00;;;77.02;61.23;0;77.02;77.02;1;-129359;141110;270469;11751;0;-498;1692;0;0;;2190;1194
12;03/16/2024;73;18:00;18:15;;;57.02;61.23;0;57.02;57.02;1;-101322;87755;189077;-13568;0;-498;1359;0;0;;1857;861
12;03/16/2024;74;18:15;18:30;;;;;0;50.72;50.72;0;-72651;94952;167603;22301;0;-498;0;0;0;;498;-498
12;03/16/2024;75;18:30;18:45;;;;;0;50.72;50.72;0;-82537;112404;194941;29867;0;-498;0;0;0;;498;-498
12;03/16/2024;76;18:45;19:00;;;;;0;50.72;50.72;0;-96914;109567;206482;12653;0;-498;0;0;0;;498;-498
12;03/16/2024;77;19:00;19:15;;;;;0;50.71;50.71;0;-80008;86161;166169;6153;0;-498;0;0;0;;498;-498
12;03/16/2024;78;19:15;19:30;;;;;0;50.71;50.71;0;-75959;74678;150637;-1281;0;-498;0;0;0;;498;-498
12;03/16/2024;79;19:30;19:45;;;;64.41;0;64.41;64.41;-1;-67145;72674;139820;5529;0;-1002;0;0;0;;1002;-1002
12;03/16/2024;80;19:45;20:00;;;;63.46;0;63.46;63.46;-1;-88558;77682;166239;-10876;0;-990;0;0;0;;990;-990
